"PathwayID"	"PathwayName"	"GeneList"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d023833_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d029968_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d038362_T002.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d024109_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d006084_T003.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d045018_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d025124_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d016489_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d017791_T003.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d025125_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d031602_T002.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d054105_T012.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d033026_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d041415_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d051587_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d049948_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d052029_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d031958_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d005343_T003.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d011710_T001.1"
"PWY-7196"	"superpathway of pyrimidine ribonucleosides salvage"	"Zm00001d043674_T001.1"
"PWY-7197"	"pyrimidine deoxyribonucleotide phosphorylation"	"Zm00001d029968_T001.1"
"PWY-7197"	"pyrimidine deoxyribonucleotide phosphorylation"	"Zm00001d018277_T002.1"
"PWY-7197"	"pyrimidine deoxyribonucleotide phosphorylation"	"Zm00001d035916_T001.1"
"PWY-7197"	"pyrimidine deoxyribonucleotide phosphorylation"	"Zm00001d052108_T002.1"
"PWY-7197"	"pyrimidine deoxyribonucleotide phosphorylation"	"Zm00001d006928_T001.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d030396_T001.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d007318_T011.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d049188_T008.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d050448_T001.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d010200_T001.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d042667_T001.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d029632_T002.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d011710_T001.1"
"PWY-7199"	"pyrimidine deoxyribonucleosides salvage"	"Zm00001d043674_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d030396_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d007318_T011.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d049188_T008.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d050448_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d010200_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d042667_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d029632_T002.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d011710_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d043674_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d029968_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d018277_T002.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d035916_T001.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d052108_T002.1"
"PWY-7200"	"superpathway of pyrimidine deoxyribonucleoside salvage"	"Zm00001d006928_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d009463_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d022254_T002.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d016286_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d033633_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d047814_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d028601_T002.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d011782_T003.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d034725_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d031705_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d007858_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d003086_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d030987_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d041407_T002.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d027352_T001.1"
"PWY-7204"	"pyridoxal 5'-phosphate salvage II (plants)"	"Zm00001d030533_T003.1"
"PWY-7205"	"CMP phosphorylation"	"Zm00001d018277_T002.1"
"PWY-7205"	"CMP phosphorylation"	"Zm00001d035916_T001.1"
"PWY-7205"	"CMP phosphorylation"	"Zm00001d024919_T001.1"
"PWY-7205"	"CMP phosphorylation"	"Zm00001d052108_T002.1"
"PWY-7205"	"CMP phosphorylation"	"Zm00001d023833_T001.1"
"PWY-7205"	"CMP phosphorylation"	"Zm00001d029968_T001.1"
"PWY-7206"	"pyrimidine deoxyribonucleotides dephosphorylation"	"Zm00001d033421_T001.1"
"PWY-7206"	"pyrimidine deoxyribonucleotides dephosphorylation"	"Zm00001d025859_T001.1"
"PWY-7206"	"pyrimidine deoxyribonucleotides dephosphorylation"	"Zm00001d003051_T001.1"
"PWY-7206"	"pyrimidine deoxyribonucleotides dephosphorylation"	"Zm00001d016493_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d006084_T003.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d045018_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d016489_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d038362_T002.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d031602_T002.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d054105_T012.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d024109_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d033026_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d018277_T002.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d035916_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d042005_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d003836_T005.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d024919_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d011803_T003.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d052108_T002.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d009631_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d039081_T005.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d011486_T003.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d041620_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d044488_T003.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d044024_T006.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d011357_T003.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d023833_T001.1"
"PWY-7208"	"superpathway of pyrimidine nucleobases salvage"	"Zm00001d029968_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d018277_T002.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d035916_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d042005_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d003836_T005.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d024919_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011803_T003.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d052108_T002.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d009631_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d039081_T005.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011486_T003.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d041620_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d044488_T003.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d044024_T006.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011357_T003.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d023833_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d026610_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011436_T005.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011855_T002.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d042088_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d037208_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d042090_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d043445_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d048910_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d050187_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d024203_T002.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d044250_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d017790_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d051586_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011192_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d006928_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d030396_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d007318_T011.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d049188_T008.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d050448_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d033421_T001.1"
"PWY-7211"	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d029968_T001.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d006786_T001.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d030791_T005.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d037493_T001.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d045138_T001.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d041511_T003.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d043690_T001.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d028187_T001.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d052011_T003.1"
"PWY-7212"	"baicalein metabolism"	"Zm00001d018404_T002.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d006786_T001.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d030791_T005.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d037493_T001.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d045138_T001.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d041511_T003.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d043690_T001.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d028187_T001.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d052011_T003.1"
"PWY-7213"	"wogonin metabolism"	"Zm00001d018404_T002.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d024750_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d037061_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d016182_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d037550_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d009138_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d010924_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d037547_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d030791_T005.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d037493_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d045138_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d041511_T003.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d043690_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d028187_T001.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d052011_T003.1"
"PWY-7214"	"baicalein degradation (hydrogen peroxide detoxification)"	"Zm00001d018404_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d009488_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d000277_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d051595_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d052242_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d038490_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d015427_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d020223_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d006475_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d018069_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d040880_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d046669_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d048091_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d024465_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d017087_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d005253_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d044380_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d006565_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d002105_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d043834_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d024242_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"GRMZM5G875287_P01.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d032878_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011546_T003.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d021721_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011314_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d038929_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d050687_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d053765_T003.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d010316_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d021620_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d039330_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d016118_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d028207_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d043991_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d044441_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d015426_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"GRMZM5G808402_P01.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d011504_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d009363_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d042696_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d006403_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"GRMZM5G816772_P01.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d007118_T003.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d000270_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d045004_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d052589_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d035916_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d044103_T004.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d000373_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d041112_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d006926_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d000371_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d026584_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d050150_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d045373_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d024051_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d019481_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d001885_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d000377_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d016303_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d041814_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d035124_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d012681_T003.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d004192_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d035034_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d027502_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d001887_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d034647_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d039170_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d047603_T002.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d017520_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d012053_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d043246_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d036799_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d028921_T004.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d021325_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d027871_T001.1"
"PWY-7219"	"adenosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d033619_T001.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d023833_T001.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d028954_T001.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d023922_T001.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d026685_T002.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d051908_T001.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d013140_T002.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d034023_T002.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d034320_T003.1"
"PWY-7221"	"guanosine ribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d004452_T001.1"
"PWY-7224"	"purine deoxyribonucleosides salvage"	"Zm00001d029968_T001.1"
"PWY-7224"	"purine deoxyribonucleosides salvage"	"Zm00001d019481_T001.1"
"PWY-7224"	"purine deoxyribonucleosides salvage"	"Zm00001d010200_T001.1"
"PWY-7224"	"purine deoxyribonucleosides salvage"	"Zm00001d042667_T001.1"
"PWY-7226"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I"	"Zm00001d029968_T001.1"
"PWY-7227"	"adenosine deoxyribonucleotides <i>de novo</i> biosynthesis"	"Zm00001d029968_T001.1"
"PWY-7232"	"gibberellin biosynthesis V"	"Zm00001d037627_T001.1"
"PWY-7232"	"gibberellin biosynthesis V"	"Zm00001d039634_T001.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d047935_T003.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d027363_T001.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d049956_T002.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d000153_T011.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d023429_T001.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d030677_T004.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d045899_T002.1"
"PWY-724"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"Zm00001d046371_T001.1"
